session,paper_id,paper_title,author_order,author_name,author_affil_ids,author_is_eca,affiliations_resolved
SESSION 12,12.5,A 14GHz Chopper-Refolding Sampling PLL Achieving 33.8fs rms and 80.8dBc Reference Spur with a kT/C-Noise-Cancellation SPD,4,Y. Wang,,False,"Tsinghua University, Beijing, China"
SESSION 12,12.6,A 0.65-to-1V-V 10.5-to-11.85GHz Fractional-N Sampling PLL DD Achieving 71.47fs Integrated Jitter and <-60dBc Near-Integer Fractional Spur in 40nm CMOS,1,Y. Li,"1,2",False,"Institute of Semiconductors, Chinese Academy of Sciences, Beijing, China | University of Chinese Academy of Sciences, Beijing, China"
SESSION 12,12.6,A 0.65-to-1V-V 10.5-to-11.85GHz Fractional-N Sampling PLL DD Achieving 71.47fs Integrated Jitter and <-60dBc Near-Integer Fractional Spur in 40nm CMOS,2,J. Chen,"1,2",False,"Institute of Semiconductors, Chinese Academy of Sciences, Beijing, China | University of Chinese Academy of Sciences, Beijing, China"
SESSION 12,12.6,A 0.65-to-1V-V 10.5-to-11.85GHz Fractional-N Sampling PLL DD Achieving 71.47fs Integrated Jitter and <-60dBc Near-Integer Fractional Spur in 40nm CMOS,3,X. Shen,1,False,"Institute of Semiconductors, Chinese Academy of Sciences, Beijing, China"
SESSION 12,12.6,A 0.65-to-1V-V 10.5-to-11.85GHz Fractional-N Sampling PLL DD Achieving 71.47fs Integrated Jitter and <-60dBc Near-Integer Fractional Spur in 40nm CMOS,4,J. Yang,3,False,"Westlake University, Hangzhou, China"
SESSION 12,12.6,A 0.65-to-1V-V 10.5-to-11.85GHz Fractional-N Sampling PLL DD Achieving 71.47fs Integrated Jitter and <-60dBc Near-Integer Fractional Spur in 40nm CMOS,5,J. Liu,"1,2",False,"Institute of Semiconductors, Chinese Academy of Sciences, Beijing, China | University of Chinese Academy of Sciences, Beijing, China"
SESSION 12,12.6,A 0.65-to-1V-V 10.5-to-11.85GHz Fractional-N Sampling PLL DD Achieving 71.47fs Integrated Jitter and <-60dBc Near-Integer Fractional Spur in 40nm CMOS,6,N. Wu,"1,2",False,"Institute of Semiconductors, Chinese Academy of Sciences, Beijing, China | University of Chinese Academy of Sciences, Beijing, China"
SESSION 12,12.6,A 0.65-to-1V-V 10.5-to-11.85GHz Fractional-N Sampling PLL DD Achieving 71.47fs Integrated Jitter and <-60dBc Near-Integer Fractional Spur in 40nm CMOS,7,Z. Zhang,"1,2",False,"Institute of Semiconductors, Chinese Academy of Sciences, Beijing, China | University of Chinese Academy of Sciences, Beijing, China"
SESSION 12,12.6,A 0.65-to-1V-V 10.5-to-11.85GHz Fractional-N Sampling PLL DD Achieving 71.47fs Integrated Jitter and <-60dBc Near-Integer Fractional Spur in 40nm CMOS,8,L. Liu,"1,2",False,"Institute of Semiconductors, Chinese Academy of Sciences, Beijing, China | University of Chinese Academy of Sciences, Beijing, China"
SESSION 12,12.8,A 5.7mW@0.55V-to-50mW@0.9V Deeply Power-Scalable Reconfigurable Series-Resonance/Class-F VCO with Mutual-Inductance Self-Cancellation and Hybrid 8-Shaped Coupling Techniques,1,J. Lan,,False,"Tsinghua University, Beijing, China"
SESSION 12,12.8,A 5.7mW@0.55V-to-50mW@0.9V Deeply Power-Scalable Reconfigurable Series-Resonance/Class-F VCO with Mutual-Inductance Self-Cancellation and Hybrid 8-Shaped Coupling Techniques,2,W. Deng,,False,"Tsinghua University, Beijing, China"
SESSION 12,12.8,A 5.7mW@0.55V-to-50mW@0.9V Deeply Power-Scalable Reconfigurable Series-Resonance/Class-F VCO with Mutual-Inductance Self-Cancellation and Hybrid 8-Shaped Coupling Techniques,3,H. Jia,,False,"Tsinghua University, Beijing, China"
SESSION 12,12.8,A 5.7mW@0.55V-to-50mW@0.9V Deeply Power-Scalable Reconfigurable Series-Resonance/Class-F VCO with Mutual-Inductance Self-Cancellation and Hybrid 8-Shaped Coupling Techniques,4,S. Zhang,,False,"Tsinghua University, Beijing, China"
SESSION 12,12.8,A 5.7mW@0.55V-to-50mW@0.9V Deeply Power-Scalable Reconfigurable Series-Resonance/Class-F VCO with Mutual-Inductance Self-Cancellation and Hybrid 8-Shaped Coupling Techniques,5,Z. Wang,,False,"Tsinghua University, Beijing, China"
SESSION 12,12.8,A 5.7mW@0.55V-to-50mW@0.9V Deeply Power-Scalable Reconfigurable Series-Resonance/Class-F VCO with Mutual-Inductance Self-Cancellation and Hybrid 8-Shaped Coupling Techniques,6,B. Chi,,False,"Tsinghua University, Beijing, China"
SESSION 12,12.9,A 10.2-to-16.2GHz Dual-Mode-Transformer-Based Wideband Series-Resonance VCO Achieving >201.1dBc/Hz FoM at a 10MHz T Offset,1,Y. Li,,False,"Fudan University, Shanghai, China"
SESSION 12,12.9,A 10.2-to-16.2GHz Dual-Mode-Transformer-Based Wideband Series-Resonance VCO Achieving >201.1dBc/Hz FoM at a 10MHz T Offset,2,Y. Liu,,False,"Fudan University, Shanghai, China"
SESSION 12,12.9,A 10.2-to-16.2GHz Dual-Mode-Transformer-Based Wideband Series-Resonance VCO Achieving >201.1dBc/Hz FoM at a 10MHz T Offset,3,K. Wang,,False,"Fudan University, Shanghai, China"
SESSION 12,12.9,A 10.2-to-16.2GHz Dual-Mode-Transformer-Based Wideband Series-Resonance VCO Achieving >201.1dBc/Hz FoM at a 10MHz T Offset,4,D. Pu,,False,"Fudan University, Shanghai, China"
SESSION 12,12.9,A 10.2-to-16.2GHz Dual-Mode-Transformer-Based Wideband Series-Resonance VCO Achieving >201.1dBc/Hz FoM at a 10MHz T Offset,5,X. Yu,,False,"Fudan University, Shanghai, China"
SESSION 12,12.9,A 10.2-to-16.2GHz Dual-Mode-Transformer-Based Wideband Series-Resonance VCO Achieving >201.1dBc/Hz FoM at a 10MHz T Offset,6,R. Ni,,False,"Fudan University, Shanghai, China"
"SESSION 13 Tuesday, February 17th, 8:00 AM",13.1,"HYDAR: A 390K QPS, 1574K QPS/W Hybrid Analog/Digital D S 1 Compute-in-RRAM Accelerator for Efficient Recommendation System",1,J. Li,1,False,"Tsinghua University, Beijing, China"
"SESSION 13 Tuesday, February 17th, 8:00 AM",13.1,"HYDAR: A 390K QPS, 1574K QPS/W Hybrid Analog/Digital D S 1 Compute-in-RRAM Accelerator for Efficient Recommendation System",2,P. Yao,1,False,"Tsinghua University, Beijing, China"
"SESSION 13 Tuesday, February 17th, 8:00 AM",13.1,"HYDAR: A 390K QPS, 1574K QPS/W Hybrid Analog/Digital D S 1 Compute-in-RRAM Accelerator for Efficient Recommendation System",3,X. Li,1,False,"Tsinghua University, Beijing, China"
"SESSION 13 Tuesday, February 17th, 8:00 AM",13.1,"HYDAR: A 390K QPS, 1574K QPS/W Hybrid Analog/Digital D S 1 Compute-in-RRAM Accelerator for Efficient Recommendation System",4,Z. Hao,1,False,"Tsinghua University, Beijing, China"
"SESSION 13 Tuesday, February 17th, 8:00 AM",13.1,"HYDAR: A 390K QPS, 1574K QPS/W Hybrid Analog/Digital D S 1 Compute-in-RRAM Accelerator for Efficient Recommendation System",5,D. Wu,1,False,"Tsinghua University, Beijing, China"
"SESSION 13 Tuesday, February 17th, 8:00 AM",13.1,"HYDAR: A 390K QPS, 1574K QPS/W Hybrid Analog/Digital D S 1 Compute-in-RRAM Accelerator for Efficient Recommendation System",6,Z. Li,1,False,"Tsinghua University, Beijing, China"
"SESSION 13 Tuesday, February 17th, 8:00 AM",13.1,"HYDAR: A 390K QPS, 1574K QPS/W Hybrid Analog/Digital D S 1 Compute-in-RRAM Accelerator for Efficient Recommendation System",7,H. Xianyu,2,False,"Beijing Elemem Technology, Beijing, China"
"SESSION 13 Tuesday, February 17th, 8:00 AM",13.1,"HYDAR: A 390K QPS, 1574K QPS/W Hybrid Analog/Digital D S 1 Compute-in-RRAM Accelerator for Efficient Recommendation System",8,L. Li,3,False,"Migu Culture Technology, Beijing, China"
"SESSION 13 Tuesday, February 17th, 8:00 AM",13.1,"HYDAR: A 390K QPS, 1574K QPS/W Hybrid Analog/Digital D S 1 Compute-in-RRAM Accelerator for Efficient Recommendation System",9,S. You,4,False,"China Mobile Research Institute, Beijing, China"
"SESSION 13 Tuesday, February 17th, 8:00 AM",13.1,"HYDAR: A 390K QPS, 1574K QPS/W Hybrid Analog/Digital D S 1 Compute-in-RRAM Accelerator for Efficient Recommendation System",10,T. Chiu,5,False,"Xiamen Industrial Technology Research Institute, Fujian, China"
"SESSION 13 Tuesday, February 17th, 8:00 AM",13.1,"HYDAR: A 390K QPS, 1574K QPS/W Hybrid Analog/Digital D S 1 Compute-in-RRAM Accelerator for Efficient Recommendation System",11,M. Sheng,6,False,"Bytedance China, Beijing, China"
"SESSION 13 Tuesday, February 17th, 8:00 AM",13.1,"HYDAR: A 390K QPS, 1574K QPS/W Hybrid Analog/Digital D S 1 Compute-in-RRAM Accelerator for Efficient Recommendation System",12,W. Yang,7,False,"Huawei Technologies, Shenzhen, China"
"SESSION 13 Tuesday, February 17th, 8:00 AM",13.1,"HYDAR: A 390K QPS, 1574K QPS/W Hybrid Analog/Digital D S 1 Compute-in-RRAM Accelerator for Efficient Recommendation System",13,Q. Zhang,1,False,"Tsinghua University, Beijing, China"
"SESSION 13 Tuesday, February 17th, 8:00 AM",13.1,"HYDAR: A 390K QPS, 1574K QPS/W Hybrid Analog/Digital D S 1 Compute-in-RRAM Accelerator for Efficient Recommendation System",14,J. Tang,1,False,"Tsinghua University, Beijing, China"
"SESSION 13 Tuesday, February 17th, 8:00 AM",13.1,"HYDAR: A 390K QPS, 1574K QPS/W Hybrid Analog/Digital D S 1 Compute-in-RRAM Accelerator for Efficient Recommendation System",15,H. Qian,1,False,"Tsinghua University, Beijing, China"
"SESSION 13 Tuesday, February 17th, 8:00 AM",13.1,"HYDAR: A 390K QPS, 1574K QPS/W Hybrid Analog/Digital D S 1 Compute-in-RRAM Accelerator for Efficient Recommendation System",16,B. Gao,1,False,"Tsinghua University, Beijing, China"
"SESSION 13 Tuesday, February 17th, 8:00 AM",13.1,"HYDAR: A 390K QPS, 1574K QPS/W Hybrid Analog/Digital D S 1 Compute-in-RRAM Accelerator for Efficient Recommendation System",17,H. Wu,1,False,"Tsinghua University, Beijing, China"
"SESSION 13 Tuesday, February 17th, 8:00 AM",13.2,AI-Enabled End-to-End Design in RFICs with Controllable D S 1 Architectural Style from ‘Classical’ to ‘Non-Intuitive’ for mm-Wave/sub-THz LNAs,1,J. Zhou,1,True,"Princeton University, Princeton, NJ"
"SESSION 13 Tuesday, February 17th, 8:00 AM",13.2,AI-Enabled End-to-End Design in RFICs with Controllable D S 1 Architectural Style from ‘Classical’ to ‘Non-Intuitive’ for mm-Wave/sub-THz LNAs,2,E. A. Karahan,2,True,"now with Marvell, Irvine, CA"
"SESSION 13 Tuesday, February 17th, 8:00 AM",13.2,AI-Enabled End-to-End Design in RFICs with Controllable D S 1 Architectural Style from ‘Classical’ to ‘Non-Intuitive’ for mm-Wave/sub-THz LNAs,3,J. Park,1,False,"Princeton University, Princeton, NJ"
"SESSION 13 Tuesday, February 17th, 8:00 AM",13.2,AI-Enabled End-to-End Design in RFICs with Controllable D S 1 Architectural Style from ‘Classical’ to ‘Non-Intuitive’ for mm-Wave/sub-THz LNAs,4,S. Ghozzy,1,False,"Princeton University, Princeton, NJ"
"SESSION 13 Tuesday, February 17th, 8:00 AM",13.2,AI-Enabled End-to-End Design in RFICs with Controllable D S 1 Architectural Style from ‘Classical’ to ‘Non-Intuitive’ for mm-Wave/sub-THz LNAs,5,K. Sengupta,1,False,"Princeton University, Princeton, NJ"
"SESSION 13 Tuesday, February 17th, 8:00 AM",13.3,Medusa: A Quantum-Inspired 200-Variable 1016-Clause Analog k-SAT Solver,1,L. D. Wormald,,False,"University of Michigan, Ann Arbor, MI"
"SESSION 13 Tuesday, February 17th, 8:00 AM",13.3,Medusa: A Quantum-Inspired 200-Variable 1016-Clause Analog k-SAT Solver,2,Y-T. Hsu,,False,"University of Michigan, Ann Arbor, MI"
"SESSION 13 Tuesday, February 17th, 8:00 AM",13.3,Medusa: A Quantum-Inspired 200-Variable 1016-Clause Analog k-SAT Solver,3,E. Dikopoulos,,False,"University of Michigan, Ann Arbor, MI"
"SESSION 13 Tuesday, February 17th, 8:00 AM",13.3,Medusa: A Quantum-Inspired 200-Variable 1016-Clause Analog k-SAT Solver,4,W. Tang,,False,"University of Michigan, Ann Arbor, MI"
"SESSION 13 Tuesday, February 17th, 8:00 AM",13.3,Medusa: A Quantum-Inspired 200-Variable 1016-Clause Analog k-SAT Solver,5,B. Datsko,,False,"University of Michigan, Ann Arbor, MI"
"SESSION 13 Tuesday, February 17th, 8:00 AM",13.3,Medusa: A Quantum-Inspired 200-Variable 1016-Clause Analog k-SAT Solver,6,A. Hammoud,,False,"University of Michigan, Ann Arbor, MI"
"SESSION 13 Tuesday, February 17th, 8:00 AM",13.3,Medusa: A Quantum-Inspired 200-Variable 1016-Clause Analog k-SAT Solver,7,Z. Zhang,,False,"University of Michigan, Ann Arbor, MI"
"SESSION 13 Tuesday, February 17th, 8:00 AM",13.3,Medusa: A Quantum-Inspired 200-Variable 1016-Clause Analog k-SAT Solver,8,M. P. Flynn,,False,"University of Michigan, Ann Arbor, MI"
"SESSION 13 Tuesday, February 17th, 8:00 AM",13.4,An Inverse-Designed Passively Coupled N-Path Filter with g -Boosted Active HBT Switches m,1,V. Chenna,,False,"University of Southern California, Los Angeles, CA"
"SESSION 13 Tuesday, February 17th, 8:00 AM",13.4,An Inverse-Designed Passively Coupled N-Path Filter with g -Boosted Active HBT Switches m,2,H. Hashemi,,False,"University of Southern California, Los Angeles, CA"
"SESSION 13 Tuesday, February 17th, 8:00 AM",13.5,A Nonintuitively Frequency-Staggered Wideband mm-Wave Low-Noise Amplifier,1,V. Chenna,,False,"University of Southern California, Los Angeles, CA"
"SESSION 13 Tuesday, February 17th, 8:00 AM",13.5,A Nonintuitively Frequency-Staggered Wideband mm-Wave Low-Noise Amplifier,2,H. Hashemi,,False,"University of Southern California, Los Angeles, CA"
"SESSION 14 Tuesday, February 17th, 10:05 AM",14.1,THz-TSI: A 0.33pJ/b 264Gb/s Through-Silicon Interconnect D S 1 Module for 3D Integration Utilizing Terahertz Coupling,1,C. Jiang,,False,"Fudan University, Shanghai, China"
"SESSION 14 Tuesday, February 17th, 10:05 AM",14.1,THz-TSI: A 0.33pJ/b 264Gb/s Through-Silicon Interconnect D S 1 Module for 3D Integration Utilizing Terahertz Coupling,2,X. Feng,,False,"Fudan University, Shanghai, China"
"SESSION 14 Tuesday, February 17th, 10:05 AM",14.1,THz-TSI: A 0.33pJ/b 264Gb/s Through-Silicon Interconnect D S 1 Module for 3D Integration Utilizing Terahertz Coupling,3,X. Shen,,False,"Fudan University, Shanghai, China"
"SESSION 14 Tuesday, February 17th, 10:05 AM",14.1,THz-TSI: A 0.33pJ/b 264Gb/s Through-Silicon Interconnect D S 1 Module for 3D Integration Utilizing Terahertz Coupling,4,C. Chen,,False,"Fudan University, Shanghai, China"
"SESSION 14 Tuesday, February 17th, 10:05 AM",14.1,THz-TSI: A 0.33pJ/b 264Gb/s Through-Silicon Interconnect D S 1 Module for 3D Integration Utilizing Terahertz Coupling,5,Q. Liu,,False,"Fudan University, Shanghai, China"
"SESSION 14 Tuesday, February 17th, 10:05 AM",14.1,THz-TSI: A 0.33pJ/b 264Gb/s Through-Silicon Interconnect D S 1 Module for 3D Integration Utilizing Terahertz Coupling,6,M. Liu,,False,"Fudan University, Shanghai, China"
"SESSION 14 Tuesday, February 17th, 10:05 AM",14.1,THz-TSI: A 0.33pJ/b 264Gb/s Through-Silicon Interconnect D S 1 Module for 3D Integration Utilizing Terahertz Coupling,7,N. Xu,,False,"Fudan University, Shanghai, China"
"SESSION 14 Tuesday, February 17th, 10:05 AM",14.2,An 8λ×38Gb/s/λ 106fJ/b Optical WDM Transmitter in 45nm CMOS SOI,1,A. Shoobi,,False,"University of Pennsylvania, Philadelphia, PA"
"SESSION 14 Tuesday, February 17th, 10:05 AM",14.2,An 8λ×38Gb/s/λ 106fJ/b Optical WDM Transmitter in 45nm CMOS SOI,2,K. Omirzakhov,,False,"University of Pennsylvania, Philadelphia, PA"
"SESSION 14 Tuesday, February 17th, 10:05 AM",14.2,An 8λ×38Gb/s/λ 106fJ/b Optical WDM Transmitter in 45nm CMOS SOI,3,Z. Yu,,False,"University of Pennsylvania, Philadelphia, PA"
"SESSION 14 Tuesday, February 17th, 10:05 AM",14.2,An 8λ×38Gb/s/λ 106fJ/b Optical WDM Transmitter in 45nm CMOS SOI,4,A. Pirmoradi,,False,"University of Pennsylvania, Philadelphia, PA"
"SESSION 14 Tuesday, February 17th, 10:05 AM",14.2,An 8λ×38Gb/s/λ 106fJ/b Optical WDM Transmitter in 45nm CMOS SOI,5,F. Aflatouni,,False,"University of Pennsylvania, Philadelphia, PA"
"SESSION 14 Tuesday, February 17th, 10:05 AM",14.3,A Single-Chip Laser Diode Driver with Built-In Frequency-Sweep Linearization for FMCW LiDAR,1,W. Zhu,1,False,"Iowa State University, Ames, IA"
"SESSION 14 Tuesday, February 17th, 10:05 AM",14.3,A Single-Chip Laser Diode Driver with Built-In Frequency-Sweep Linearization for FMCW LiDAR,2,J. Jiang,1,False,"Iowa State University, Ames, IA"
"SESSION 14 Tuesday, February 17th, 10:05 AM",14.3,A Single-Chip Laser Diode Driver with Built-In Frequency-Sweep Linearization for FMCW LiDAR,3,X. Sun,1,False,"Iowa State University, Ames, IA"
"SESSION 14 Tuesday, February 17th, 10:05 AM",14.3,A Single-Chip Laser Diode Driver with Built-In Frequency-Sweep Linearization for FMCW LiDAR,4,Z. Li,1,False,"Iowa State University, Ames, IA"
"SESSION 14 Tuesday, February 17th, 10:05 AM",14.3,A Single-Chip Laser Diode Driver with Built-In Frequency-Sweep Linearization for FMCW LiDAR,5,T. Gu,2,False,"University of Delaware, Newark, DE"
"SESSION 14 Tuesday, February 17th, 10:05 AM",14.3,A Single-Chip Laser Diode Driver with Built-In Frequency-Sweep Linearization for FMCW LiDAR,6,X. Zhang,3,False,"IBM T. J. Watson Research Center, Yorktown Heights, NY"
"SESSION 14 Tuesday, February 17th, 10:05 AM",14.3,A Single-Chip Laser Diode Driver with Built-In Frequency-Sweep Linearization for FMCW LiDAR,7,C. Huang,1,False,"Iowa State University, Ames, IA"
"SESSION 14 Tuesday, February 17th, 10:05 AM",14.4,A 40Gb/s 8mW-OMA 1-to-N VCSEL Driver for Parallel and D S 1 Wireless Optical Links Using 150nm GaN HEMT,1,S. S. Feng,1,False,"Hong Kong University of Science and Technology, Hong Kong, China"
"SESSION 14 Tuesday, February 17th, 10:05 AM",14.4,A 40Gb/s 8mW-OMA 1-to-N VCSEL Driver for Parallel and D S 1 Wireless Optical Links Using 150nm GaN HEMT,2,F. Chen,1,False,"Hong Kong University of Science and Technology, Hong Kong, China"
"SESSION 14 Tuesday, February 17th, 10:05 AM",14.4,A 40Gb/s 8mW-OMA 1-to-N VCSEL Driver for Parallel and D S 1 Wireless Optical Links Using 150nm GaN HEMT,3,R. M. Ma,"1,2",False,"Hong Kong University of Science and Technology, Hong Kong, China | High5 Semiconductor, Hong Kong, China"
"SESSION 14 Tuesday, February 17th, 10:05 AM",14.4,A 40Gb/s 8mW-OMA 1-to-N VCSEL Driver for Parallel and D S 1 Wireless Optical Links Using 150nm GaN HEMT,4,H. B. Bao,1,False,"Hong Kong University of Science and Technology, Hong Kong, China"
"SESSION 14 Tuesday, February 17th, 10:05 AM",14.4,A 40Gb/s 8mW-OMA 1-to-N VCSEL Driver for Parallel and D S 1 Wireless Optical Links Using 150nm GaN HEMT,5,K. Zhong,3,False,"Hong Kong Polytechnic University, Hong Kong, China"
"SESSION 14 Tuesday, February 17th, 10:05 AM",14.4,A 40Gb/s 8mW-OMA 1-to-N VCSEL Driver for Parallel and D S 1 Wireless Optical Links Using 150nm GaN HEMT,6,P. T. A. Lau,3,False,"Hong Kong Polytechnic University, Hong Kong, China"
"SESSION 14 Tuesday, February 17th, 10:05 AM",14.4,A 40Gb/s 8mW-OMA 1-to-N VCSEL Driver for Parallel and D S 1 Wireless Optical Links Using 150nm GaN HEMT,7,C. P. Yue,"1,2",False,"Hong Kong University of Science and Technology, Hong Kong, China | High5 Semiconductor, Hong Kong, China"
"SESSION 14 Tuesday, February 17th, 10:05 AM",14.5,Highly-Integrated Light-Sensing System with RF Harvesting and Transmission in Commercial N-Type IGZO Flexible Technology,1,M. Privitera,"1,2",False,"University of Catania, Catania, Italy | National University of Singapore, Singapore, Singapore"
"SESSION 14 Tuesday, February 17th, 10:05 AM",14.5,Highly-Integrated Light-Sensing System with RF Harvesting and Transmission in Commercial N-Type IGZO Flexible Technology,2,M. Z. Naveed,1,False,"University of Catania, Catania, Italy"
"SESSION 14 Tuesday, February 17th, 10:05 AM",14.5,Highly-Integrated Light-Sensing System with RF Harvesting and Transmission in Commercial N-Type IGZO Flexible Technology,3,A. Ballo,"1,2",False,"University of Catania, Catania, Italy | National University of Singapore, Singapore, Singapore"
"SESSION 14 Tuesday, February 17th, 10:05 AM",14.5,Highly-Integrated Light-Sensing System with RF Harvesting and Transmission in Commercial N-Type IGZO Flexible Technology,4,G. Giustolisi,1,False,"University of Catania, Catania, Italy"
"SESSION 14 Tuesday, February 17th, 10:05 AM",14.5,Highly-Integrated Light-Sensing System with RF Harvesting and Transmission in Commercial N-Type IGZO Flexible Technology,5,A. D. Grasso,1,False,"University of Catania, Catania, Italy"
"SESSION 14 Tuesday, February 17th, 10:05 AM",14.5,Highly-Integrated Light-Sensing System with RF Harvesting and Transmission in Commercial N-Type IGZO Flexible Technology,6,M. Alioto,2,False,"National University of Singapore, Singapore, Singapore"
"SESSION 14 Tuesday, February 17th, 10:05 AM",14.6,Self-Programmable Twin PUFs via Photovoltaic Energy Harvesting During the Pre-Wafer-Dicing Stage,1,E. Lee,,False,"Massachusetts Institute of Technology, Cambridge, MA"
"SESSION 14 Tuesday, February 17th, 10:05 AM",14.6,Self-Programmable Twin PUFs via Photovoltaic Energy Harvesting During the Pre-Wafer-Dicing Stage,2,J. Jung,,False,"Massachusetts Institute of Technology, Cambridge, MA"
"SESSION 14 Tuesday, February 17th, 10:05 AM",14.6,Self-Programmable Twin PUFs via Photovoltaic Energy Harvesting During the Pre-Wafer-Dicing Stage,3,M. Ashok,,False,"Massachusetts Institute of Technology, Cambridge, MA"
"SESSION 14 Tuesday, February 17th, 10:05 AM",14.6,Self-Programmable Twin PUFs via Photovoltaic Energy Harvesting During the Pre-Wafer-Dicing Stage,4,A. P. Chandrakasan,,False,"Massachusetts Institute of Technology, Cambridge, MA"
"SESSION 14 Tuesday, February 17th, 10:05 AM",14.6,Self-Programmable Twin PUFs via Photovoltaic Energy Harvesting During the Pre-Wafer-Dicing Stage,5,R. Han,,False,"Massachusetts Institute of Technology, Cambridge, MA"
SESSION 15,15.1,A 2Tb 4b/Cell 6-Plane 3D-Flash Memory with 37.6Gb/mm2 Bit Density and >85MB/s Write Throughput,1,J. M. Thimmaiah,1,False,"Sandisk, Bengaluru, India"
SESSION 15,15.1,A 2Tb 4b/Cell 6-Plane 3D-Flash Memory with 37.6Gb/mm2 Bit Density and >85MB/s Write Throughput,2,R. Yamashita,2,False,"Sandisk, Yokohama, Japan"
SESSION 15,15.1,A 2Tb 4b/Cell 6-Plane 3D-Flash Memory with 37.6Gb/mm2 Bit Density and >85MB/s Write Throughput,3,I-S. Yoon,3,False,"Sandisk, Milpitas, CA"
SESSION 15,15.1,A 2Tb 4b/Cell 6-Plane 3D-Flash Memory with 37.6Gb/mm2 Bit Density and >85MB/s Write Throughput,4,J. Li,3,False,"Sandisk, Milpitas, CA"
SESSION 15,15.1,A 2Tb 4b/Cell 6-Plane 3D-Flash Memory with 37.6Gb/mm2 Bit Density and >85MB/s Write Throughput,5,C. Hsu,3,False,"Sandisk, Milpitas, CA"
SESSION 15,15.1,A 2Tb 4b/Cell 6-Plane 3D-Flash Memory with 37.6Gb/mm2 Bit Density and >85MB/s Write Throughput,6,T. Ariki,2,False,"Sandisk, Yokohama, Japan"
SESSION 15,15.1,A 2Tb 4b/Cell 6-Plane 3D-Flash Memory with 37.6Gb/mm2 Bit Density and >85MB/s Write Throughput,7,N. Ookuma,2,False,"Sandisk, Yokohama, Japan"
SESSION 15,15.1,A 2Tb 4b/Cell 6-Plane 3D-Flash Memory with 37.6Gb/mm2 Bit Density and >85MB/s Write Throughput,8,Y. Kato,2,False,"Sandisk, Yokohama, Japan"
SESSION 15,15.1,A 2Tb 4b/Cell 6-Plane 3D-Flash Memory with 37.6Gb/mm2 Bit Density and >85MB/s Write Throughput,9,K. Hayashi,2,False,"Sandisk, Yokohama, Japan"
SESSION 15,15.1,A 2Tb 4b/Cell 6-Plane 3D-Flash Memory with 37.6Gb/mm2 Bit Density and >85MB/s Write Throughput,10,K. Yamauchi,2,False,"Sandisk, Yokohama, Japan"
SESSION 15,15.1,A 2Tb 4b/Cell 6-Plane 3D-Flash Memory with 37.6Gb/mm2 Bit Density and >85MB/s Write Throughput,11,I. K V,1,False,"Sandisk, Bengaluru, India"
SESSION 15,15.1,A 2Tb 4b/Cell 6-Plane 3D-Flash Memory with 37.6Gb/mm2 Bit Density and >85MB/s Write Throughput,12,M. Kano,2,False,"Sandisk, Yokohama, Japan"
SESSION 15,15.1,A 2Tb 4b/Cell 6-Plane 3D-Flash Memory with 37.6Gb/mm2 Bit Density and >85MB/s Write Throughput,13,S. Bhamidipati,1,False,"Sandisk, Bengaluru, India"
SESSION 15,15.1,A 2Tb 4b/Cell 6-Plane 3D-Flash Memory with 37.6Gb/mm2 Bit Density and >85MB/s Write Throughput,14,S. Bhatia,1,False,"Sandisk, Bengaluru, India"
SESSION 15,15.1,A 2Tb 4b/Cell 6-Plane 3D-Flash Memory with 37.6Gb/mm2 Bit Density and >85MB/s Write Throughput,15,S. Malhotra,1,False,"Sandisk, Bengaluru, India"
SESSION 15,15.1,A 2Tb 4b/Cell 6-Plane 3D-Flash Memory with 37.6Gb/mm2 Bit Density and >85MB/s Write Throughput,16,N. Ojima,2,False,"Sandisk, Yokohama, Japan"
SESSION 15,15.1,A 2Tb 4b/Cell 6-Plane 3D-Flash Memory with 37.6Gb/mm2 Bit Density and >85MB/s Write Throughput,17,E. Wu,3,False,"Sandisk, Milpitas, CA"
SESSION 15,15.1,A 2Tb 4b/Cell 6-Plane 3D-Flash Memory with 37.6Gb/mm2 Bit Density and >85MB/s Write Throughput,18,Z. Yang,3,False,"Sandisk, Milpitas, CA"
SESSION 15,15.1,A 2Tb 4b/Cell 6-Plane 3D-Flash Memory with 37.6Gb/mm2 Bit Density and >85MB/s Write Throughput,19,F. W. Tsai,3,False,"Sandisk, Milpitas, CA"
SESSION 15,15.1,A 2Tb 4b/Cell 6-Plane 3D-Flash Memory with 37.6Gb/mm2 Bit Density and >85MB/s Write Throughput,20,M. Bayle,2,False,"Sandisk, Yokohama, Japan"
SESSION 15,15.1,A 2Tb 4b/Cell 6-Plane 3D-Flash Memory with 37.6Gb/mm2 Bit Density and >85MB/s Write Throughput,21,N. Minami,2,False,"Sandisk, Yokohama, Japan"
SESSION 15,15.1,A 2Tb 4b/Cell 6-Plane 3D-Flash Memory with 37.6Gb/mm2 Bit Density and >85MB/s Write Throughput,22,Y. Fujihara,2,False,"Sandisk, Yokohama, Japan"
SESSION 15,15.1,A 2Tb 4b/Cell 6-Plane 3D-Flash Memory with 37.6Gb/mm2 Bit Density and >85MB/s Write Throughput,23,K. Kitamura,2,False,"Sandisk, Yokohama, Japan"
SESSION 15,15.1,A 2Tb 4b/Cell 6-Plane 3D-Flash Memory with 37.6Gb/mm2 Bit Density and >85MB/s Write Throughput,24,T. Kitani,2,False,"Sandisk, Yokohama, Japan"
